R1,R2,RC,RE,C1,C2,Gain,Cutoff_Frequency,Phase_Margin
10831.74,7541.19,7388.77,794.94,0.174,8.421,19.14,10.0,90.0
82734.13,10617.65,8355.23,660.53,1.58,3.036,22.4,10.0,86.97
25857.5,12475.97,2435.86,1830.28,4.406,6.448,5.0,10.0,90.0
64559.5,14048.71,2573.06,142.69,1.576,3.3,24.62,10.0,81.98
40322.97,7599.79,7706.62,985.21,9.602,5.277,17.64,10.0,75.74
62693.73,13552.99,7656.41,944.32,6.734,8.102,18.35,10.0,86.39
38408.83,13216.11,1071.74,334.81,4.384,1.895,10.16,10.0,75.09
17824.56,8588.27,3563.73,820.15,1.211,6.673,12.19,10.0,90.0
30065.5,20924.81,4286.06,1459.07,3.913,8.994,9.39,10.0,90.0
26925.27,14095.39,8375.88,765.39,6.541,9.02,20.38,10.0,85.6
48521.74,8974.47,4507.69,653.84,9.691,8.952,16.61,10.0,82.95
69245.54,23736.12,9296.32,1574.7,4.78,5.233,14.68,10.0,87.3
33742.55,21282.7,9967.77,1978.0,6.955,7.7,13.54,10.0,88.36
11086.29,24582.11,7916.9,1569.74,2.034,4.524,15.07,10.0,90.0
56704.36,17613.61,6830.67,1700.37,6.274,4.656,11.76,10.0,81.16
64518.35,10077.35,4223.02,1882.03,2.467,2.91,7.33,10.0,90.0
96658.34,7740.66,1136.87,1613.46,2.062,2.924,5.0,10.0,90.0
63052.37,16919.63,5944.82,1961.69,5.141,0.474,8.91,10.0,69.72
52405.53,24539.6,3936.2,1507.2,2.195,5.362,7.73,10.0,90.0
61606.15,16041.16,3833.53,1339.97,7.241,3.157,8.61,10.0,77.05
93511.06,22158.76,7033.24,1402.03,9.38,1.958,14.94,10.0,69.53
84554.03,8898.48,4904.57,1805.16,3.997,1.305,8.07,10.0,71.92
39068.09,10766.89,7644.89,1381.87,3.292,3.535,14.83,10.0,86.68
31352.89,22750.61,4282.65,1534.35,1.841,9.0,9.2,10.0,90.0
33637.03,19164.8,1933.2,471.22,3.965,5.212,12.45,10.0,90.0
55397.89,24553.85,4882.8,1829.67,5.64,5.614,8.88,10.0,89.09
76964.45,19594.34,9534.62,922.07,3.792,0.638,19.9,10.0,69.9
55289.73,11764.38,8114.48,364.08,6.268,5.246,26.21,10.0,77.19
16101.68,13745.63,2454.62,1609.59,6.658,6.709,5.0,10.0,90.0
75122.26,22612.37,4217.35,744.97,1.069,1.592,14.18,10.0,90.0
82537.31,14239.52,9314.02,409.03,7.008,9.837,26.68,10.0,79.2
36054.81,7129.54,1675.14,549.69,9.013,9.16,7.64,10.0,88.86
69771.32,11454.88,2912.53,118.15,0.36,9.932,27.97,10.0,86.94
48393.27,13391.58,2991.12,226.71,5.558,3.667,22.58,10.0,75.67
90020.74,3321.28,5923.86,1205.62,6.078,8.241,11.33,10.0,90.0
86070.3,18850.3,4401.97,1739.12,7.127,3.354,7.22,10.0,75.82
57288.88,3624.49,1258.77,924.63,3.919,7.516,5.0,10.0,90.0
72235.5,10718.03,6477.22,1270.81,8.205,9.484,14.37,10.0,88.02
89501.47,20310.94,1441.24,1628.98,5.445,1.635,5.0,10.0,73.81
54614.53,12221.69,6260.94,745.7,4.148,1.489,17.99,10.0,72.89
38192.57,21208.37,5316.58,1325.91,7.221,1.134,12.02,10.0,67.37
77829.95,9205.15,5189.85,733.34,9.281,8.004,15.89,10.0,84.17
29805.96,23983.27,1141.21,1303.29,8.139,6.7,5.0,10.0,87.97
44967.8,6027.24,6572.59,474.34,9.314,5.271,21.92,10.0,75.44
87915.45,1918.34,4597.54,1956.79,2.733,7.762,5.0,10.0,90.0
75198.01,21938.24,4405.51,198.55,1.273,8.514,26.4,10.0,85.37
46342.99,19052.87,6166.29,1035.2,5.39,9.5,14.91,10.0,90.0
29327.01,6567.61,6259.36,608.28,0.54,2.092,21.0,10.3,90.0
42037.16,24633.8,642.82,1221.63,6.778,4.473,5.0,10.0,83.01
35569.37,13054.72,1689.65,885.2,2.476,9.238,5.0,10.0,90.0
25848.04,23825.57,2746.92,648.0,4.598,4.667,12.45,10.0,88.31
76899.96,13120.69,6940.78,537.57,6.59,4.928,21.68,10.0,80.37
32686.29,12324.99,5979.04,405.87,4.883,9.43,24.2,10.0,87.62
50875.07,11779.32,7697.48,1576.61,2.437,7.373,12.72,10.0,90.0
44727.35,9037.01,7535.77,483.29,8.816,5.565,23.92,10.0,75.91
98386.96,13808.84,8605.24,1558.38,7.669,3.637,15.19,10.0,76.05
45198.3,11861.31,4079.74,995.83,6.051,9.162,11.85,10.0,90.0
17198.42,1881.93,3778.11,190.84,7.016,0.188,25.49,12.75,67.16
18084.32,7250.45,8394.65,372.61,4.212,3.278,27.5,10.0,74.31
63167.83,6114.95,2757.21,1791.16,3.821,9.466,5.0,10.0,90.0
63942.72,21818.45,4881.14,1225.49,1.685,5.032,12.23,10.0,90.0
47688.31,15372.88,2346.09,409.45,8.056,6.276,14.29,10.0,81.76
48865.93,19328.39,9181.49,1422.34,3.872,5.373,15.32,10.0,90.0
14853.93,23963.82,4374.13,1655.36,6.954,4.034,8.83,10.0,79.33
56489.19,16456.94,2518.63,694.77,3.069,6.686,10.59,10.0,90.0
55426.55,24582.64,7074.13,1135.36,7.98,7.688,15.91,10.0,84.62
23459.44,8482.34,2824.12,622.23,1.142,3.708,12.46,10.0,90.0
19345.54,5470.41,9463.28,206.12,6.288,5.946,33.26,10.0,73.85
21121.52,10679.44,3992.36,829.04,8.095,0.919,12.76,10.0,68.08
19092.54,12299.19,6814.09,1515.29,6.636,5.521,13.65,10.0,84.4
64873.74,22488.68,3779.83,944.43,6.992,7.503,12.36,10.0,87.52
27683.44,14438.57,8168.83,840.27,5.307,5.894,19.39,10.0,81.71
32628.71,8012.34,9020.77,763.71,5.634,8.797,20.38,10.0,85.88
25621.49,18823.22,7985.22,944.89,0.752,2.933,18.38,10.0,90.0
96205.18,13139.97,8560.74,670.55,2.583,4.968,21.64,10.0,88.05
86915.57,4891.17,1467.87,1243.76,7.247,0.966,5.0,10.0,69.78
30744.54,14843.67,9278.61,173.95,9.46,7.03,35.0,10.0,72.36
39480.97,22873.47,6430.86,1624.41,5.464,4.485,12.5,10.0,85.02
28890.36,21222.94,8757.57,387.68,7.283,5.351,27.24,10.0,77.22
54268.84,15083.44,7002.15,1285.22,6.867,1.371,15.35,10.0,69.5
11764.95,10050.0,2417.55,927.27,9.994,9.974,6.88,10.0,89.81
70423.12,3087.49,6290.77,1558.31,7.971,7.742,9.96,10.0,87.39
57084.23,12271.57,1363.99,1660.97,6.314,4.066,5.0,10.0,82.5
90877.5,19049.91,7109.37,448.19,1.24,5.743,24.27,10.0,87.4
24795.34,9646.57,4385.51,1370.5,3.69,6.225,9.86,10.0,90.0
82369.83,6650.72,1941.47,420.32,2.582,9.612,12.49,10.0,90.0
81276.49,23353.11,9802.68,291.8,8.551,7.707,30.17,10.0,74.36
21446.31,20717.34,9060.3,1864.08,4.517,3.562,13.35,10.0,84.41
45870.33,16318.61,8988.67,370.56,5.399,9.779,28.01,10.0,81.76
25313.74,4282.8,7993.79,494.86,9.652,3.088,23.95,10.0,71.03
32924.85,4477.81,7073.82,304.13,8.383,5.812,27.18,10.0,74.93
33692.16,3477.27,6723.26,967.07,7.919,7.037,15.7,10.0,83.05
60061.28,15791.12,1507.89,1843.23,1.508,2.784,5.0,10.0,90.0
47026.98,3773.51,9055.38,564.91,0.325,9.568,22.45,10.0,90.0
95295.95,21223.05,8870.72,1106.61,1.343,2.239,18.79,10.0,90.0
21373.31,24831.16,7604.6,852.34,7.429,4.474,18.84,10.0,74.95
97632.29,9792.36,9309.49,705.22,4.166,1.881,21.65,10.0,73.74
30757.48,11888.08,5754.29,1165.7,1.263,8.762,14.23,10.0,90.0
79558.65,18080.01,4752.6,1139.84,7.416,2.294,12.23,10.0,72.42
40507.29,23491.67,9695.5,750.76,2.026,0.444,22.52,10.0,69.85
22877.33,22458.25,4909.25,1708.6,5.932,0.486,8.98,10.0,66.54
87210.03,2382.2,6592.58,153.69,7.441,4.196,31.0,10.0,69.82
37797.48,5057.72,4044.09,216.21,6.12,5.275,25.09,10.0,76.9
69296.99,19110.33,6545.1,1982.02,9.937,0.512,10.69,10.0,65.07
60979.93,17533.43,7340.94,1507.98,4.398,1.019,14.21,10.0,70.5
52458.07,4197.25,6434.23,1617.66,3.187,1.065,10.08,10.0,71.85
54623.75,13049.55,5388.35,1225.27,2.092,6.718,12.9,10.0,90.0
75901.41,19739.55,3351.05,868.73,5.087,3.068,12.51,10.0,78.75
17899.56,6250.74,6616.53,1276.99,8.54,5.669,14.5,10.0,77.87
70136.26,21910.9,9130.07,230.54,9.474,0.83,33.07,10.0,66.47
90623.09,2271.32,565.67,1527.65,9.723,8.932,5.0,10.0,88.62
15200.94,19772.68,1772.33,1104.45,5.361,3.114,5.0,10.0,80.8
22658.8,15779.65,1637.85,1915.63,6.092,7.804,5.0,10.0,90.0
74496.87,8564.78,9270.45,1293.08,5.857,8.284,16.44,10.0,89.32
49355.35,18302.38,6796.1,345.8,4.713,9.88,25.16,10.0,83.32
46319.38,19776.78,9541.99,981.22,1.607,7.436,20.76,10.0,90.0
22327.0,23413.58,6036.73,162.75,0.748,4.484,31.91,10.0,77.09
55609.3,9826.59,4886.46,1503.59,4.423,1.611,10.31,10.0,73.64
21389.08,17464.4,8027.26,1028.57,1.943,0.574,17.82,10.0,70.89
52895.84,15462.79,2028.95,770.82,8.878,8.874,8.37,10.0,89.68
78725.38,13604.95,4122.71,1938.67,7.641,4.522,6.66,10.0,79.1
33243.79,22370.0,4929.61,1884.17,6.222,7.525,9.02,10.0,90.0
53270.76,1076.02,3335.35,1908.02,0.569,5.014,5.0,10.0,90.0
99281.44,7770.68,4027.21,480.89,6.26,8.809,17.28,10.0,87.83
71798.54,13918.65,1242.0,1470.71,6.249,7.522,5.0,10.0,90.0
85722.11,5279.04,2380.84,1893.5,4.448,0.946,5.0,10.0,69.65
47336.28,22788.8,3687.22,1163.2,6.612,7.546,9.64,10.0,90.0
79107.48,16542.28,8060.96,467.61,8.593,2.741,24.68,10.0,71.22
13645.83,12469.19,2233.72,1644.73,7.604,7.753,5.0,10.0,90.0
21062.01,20552.84,3793.08,1765.84,4.787,9.49,6.61,10.0,90.0
28276.35,11821.27,1116.74,1421.31,2.697,9.308,5.0,10.0,90.0
46175.67,14407.67,5792.49,622.43,4.831,1.338,19.85,10.0,72.13
86117.04,1066.02,6306.88,421.85,9.465,0.641,22.81,11.63,68.33
41163.94,9776.81,8722.41,1267.33,8.218,7.792,17.0,10.0,85.45
68915.91,4330.97,8281.6,991.46,0.368,7.129,16.12,10.0,90.0
73838.29,17552.53,3211.09,1354.13,7.851,1.844,7.91,10.0,70.24
62756.41,12496.65,1801.06,267.81,1.789,6.877,16.22,10.0,90.0
42151.78,8242.18,1982.79,315.03,5.754,0.253,15.45,10.0,66.21
61934.8,12227.98,9705.16,757.63,8.085,6.349,22.29,10.0,79.36
40803.9,6031.12,6895.65,554.58,5.657,8.34,22.34,10.0,86.96
17548.64,23202.08,904.42,1257.71,4.098,6.454,5.0,10.0,90.0
99352.36,2295.34,1799.4,766.7,3.281,0.747,5.56,18.91,70.23
21446.42,21770.01,5115.1,1383.74,3.12,9.911,11.54,10.0,90.0
16511.35,13272.61,2474.37,1549.16,8.391,3.625,5.0,10.0,75.81
89067.77,15854.72,8134.76,414.98,8.268,3.867,24.93,10.0,73.78
37165.12,8262.53,5945.56,1843.66,8.251,0.939,9.32,10.0,68.36
68526.73,24200.74,6320.01,1584.96,2.899,1.754,12.56,10.0,78.82
39610.52,7764.42,4896.84,1272.22,8.009,2.785,11.3,10.0,72.17
45230.88,15133.07,2932.6,1822.41,0.463,8.012,5.0,10.0,90.0
33590.17,24842.0,6099.33,568.44,2.144,6.948,20.72,10.0,90.0
40873.96,22146.27,7311.22,872.34,5.194,5.878,19.05,10.0,85.52
46963.04,13871.92,4024.01,217.28,4.127,8.653,24.66,10.0,83.28
74837.45,24768.99,5296.96,939.55,1.208,9.978,13.98,10.0,90.0
56038.26,17832.88,8477.0,1037.48,0.513,3.909,18.88,10.0,90.0
94920.87,6008.81,1912.48,1251.33,6.151,3.973,5.0,10.0,82.33
13769.24,10734.31,5679.63,174.88,3.203,7.387,29.65,10.0,79.84
55276.15,9027.84,3809.92,113.31,0.258,6.479,30.09,10.0,81.04
62580.23,9256.33,7176.55,868.79,4.366,0.233,17.58,10.0,65.57
92817.73,19250.95,678.7,418.81,3.137,6.589,5.0,10.0,90.0
14424.27,15022.31,6869.5,1529.64,5.808,7.224,13.52,10.0,89.72
61614.96,1914.23,1477.53,1354.04,9.305,9.861,5.0,10.0,89.97
86826.69,22058.76,1115.29,685.36,3.148,5.909,5.0,10.0,90.0
31773.5,8123.11,7383.92,139.28,9.972,6.876,34.55,10.0,69.7
88866.31,24929.8,6583.25,405.77,0.952,7.909,23.72,10.0,89.87
11713.91,23900.58,9001.89,1398.77,0.974,1.05,15.92,10.0,87.63
75920.92,23572.74,5436.72,1980.82,7.158,7.373,8.67,10.0,89.61
93980.19,20467.06,5535.23,686.6,7.511,5.514,17.84,10.0,80.52
69147.79,6294.72,7216.67,1613.89,4.286,1.091,12.29,10.0,71.79
49512.63,13783.19,3572.28,1740.84,2.932,6.732,5.32,10.0,90.0
14039.29,6383.26,850.67,143.95,7.961,2.422,15.8,10.0,72.36
92810.24,7232.21,2685.44,1836.63,9.567,5.425,5.0,10.0,78.77
52326.66,15662.84,2761.13,959.1,9.9,2.882,8.02,10.0,73.48
12609.71,1980.01,3688.76,1930.27,6.381,1.135,5.03,10.92,70.15
72083.9,24267.01,9462.9,1100.18,7.427,2.584,18.49,10.0,70.72
53365.35,23048.16,8146.01,508.53,8.24,4.444,25.02,10.0,73.12
21191.08,10138.42,9391.58,1950.6,8.009,4.992,13.34,10.0,79.38
29284.46,13370.14,9986.79,524.44,9.935,1.57,25.63,10.0,67.72
15804.16,12186.87,4620.9,1770.83,8.123,3.278,8.44,10.0,76.12
61686.42,22172.79,2657.2,387.6,6.659,8.608,15.87,10.0,86.04
65982.65,17526.45,5820.04,1365.8,3.825,9.113,12.41,10.0,90.0
55516.81,7674.67,8870.78,852.02,6.02,5.398,19.92,10.0,79.6
83539.19,11724.19,4924.45,1945.44,8.816,4.955,7.82,10.0,78.51
87490.79,11295.18,5301.29,410.31,3.124,5.856,22.11,10.0,85.85
65406.2,24024.04,1777.17,847.15,0.403,2.224,6.77,14.66,90.0
11148.08,5207.46,4494.33,1297.56,3.339,9.936,10.29,10.0,90.0
72570.67,3149.83,4176.45,1956.36,9.606,7.478,5.0,10.0,83.57
47619.93,22134.85,3841.04,642.53,7.961,2.464,15.09,10.0,73.36
60900.17,22520.46,8929.34,823.9,1.953,2.794,20.16,10.0,85.92
68417.25,21921.74,1063.36,950.49,0.219,6.519,5.0,14.92,90.0
41521.3,13263.45,9735.4,542.77,6.724,3.296,24.07,10.0,73.39
92538.87,16833.87,578.34,1643.84,5.832,3.618,5.0,10.0,83.27
22057.74,14520.71,9483.14,229.39,0.922,7.831,32.38,10.0,77.39
70436.06,2666.75,5706.45,1424.34,9.663,2.743,9.75,10.0,72.82
10392.36,15300.04,7173.23,1091.16,6.216,7.082,16.4,10.0,86.21
93218.6,1326.74,2277.76,521.76,6.55,9.355,10.12,10.0,90.0
20125.37,8799.7,6715.01,1011.02,8.551,1.329,15.45,10.0,68.46
18539.58,23375.02,8878.6,1668.4,3.437,1.528,14.05,10.0,75.57
39970.69,8297.09,1825.06,918.61,5.627,9.434,5.87,10.0,90.0
43620.97,23555.84,1707.28,287.7,5.804,2.115,15.32,10.0,71.98
29287.01,7003.21,3387.79,129.56,9.677,0.307,28.53,10.0,64.75
62660.95,8549.49,2036.4,1566.7,1.402,8.698,5.0,10.0,90.0
49862.27,16081.78,1551.14,694.34,7.613,2.895,6.59,10.0,74.65
13075.8,19279.05,6944.03,1865.93,5.794,3.054,11.34,10.0,79.6
38768.69,13033.31,2531.35,1253.44,8.469,2.347,5.52,10.0,71.85
82938.96,22170.78,6836.64,900.75,8.336,9.185,17.55,10.0,86.56
72073.14,1965.77,8688.33,1150.71,0.219,7.767,15.41,10.0,90.0
75238.38,23132.68,6694.24,941.41,2.639,6.008,17.18,10.0,90.0
72830.52,5711.39,1633.99,1816.33,1.89,4.587,5.0,10.0,90.0
37987.57,22221.73,5948.99,943.14,4.671,1.521,15.01,10.0,74.3
18969.75,10620.72,4239.47,252.93,9.062,9.267,25.16,10.0,79.76
34522.05,20986.17,3762.02,1214.32,0.15,7.522,8.68,10.0,90.0
84860.68,17119.97,3526.05,1264.81,4.933,2.861,7.96,10.0,78.5
98242.37,5222.6,9329.61,1542.39,8.859,9.48,13.59,10.0,85.83
54446.23,23033.14,7553.82,1869.9,9.27,9.358,12.2,10.0,88.49
10873.03,6892.42,1771.56,914.01,6.607,6.629,5.55,10.0,86.85
22604.03,6859.36,5022.05,736.55,8.315,9.852,16.3,10.0,86.34
38987.25,20540.29,3523.12,1007.0,3.308,1.954,10.77,10.0,78.99
62072.68,3540.96,9790.41,1805.39,2.931,7.341,12.94,10.0,90.0
16758.43,6328.86,9791.28,1960.97,0.586,1.607,13.31,10.0,90.0
94902.16,13088.26,3535.58,1943.91,5.082,6.948,5.0,10.0,90.0
42857.53,20931.45,3845.07,497.91,4.613,9.207,17.25,10.0,90.0
92132.58,4539.62,6194.43,1018.95,3.782,5.407,14.33,10.0,88.68
80246.96,14144.04,5053.42,555.97,1.222,7.654,19.15,10.0,90.0
77989.35,18069.77,2524.46,767.57,2.385,1.517,10.48,10.0,79.67
64604.76,21654.29,6773.92,111.78,2.116,6.369,36.35,10.0,73.56
66410.54,23453.57,3674.22,363.17,9.445,0.726,20.4,10.0,69.84
67420.29,19831.36,6710.31,824.3,9.668,0.465,18.18,10.0,67.11
66584.92,16667.88,4144.97,761.17,0.134,6.377,15.37,10.0,90.0
59835.54,11406.88,7151.99,593.72,1.788,5.771,20.95,10.0,90.0
98777.26,3690.64,6844.09,499.1,8.899,3.36,20.6,10.0,74.03
75906.15,18033.69,5333.72,1510.46,0.48,5.178,11.4,10.0,90.0
79925.17,24825.7,7195.03,624.37,9.44,6.875,20.03,10.0,78.45
88521.65,18682.25,4879.17,1427.76,3.863,6.483,10.11,10.0,90.0
29407.58,1401.07,1603.31,768.82,5.433,0.829,5.0,18.55,67.57
17542.37,12910.24,2230.01,1613.86,7.662,6.813,5.0,10.0,86.39
53460.5,15751.52,2836.93,376.11,2.515,6.629,17.7,10.0,90.0
56267.26,17552.18,1100.67,357.33,1.097,6.729,8.71,10.0,90.0
84626.36,18273.42,7258.12,1375.36,8.118,8.489,13.87,10.0,84.56
49940.52,14394.6,3990.21,1834.08,9.848,5.809,6.96,10.0,80.08
61376.77,6360.65,1388.47,328.82,6.622,9.385,11.55,10.0,90.0
57436.38,23612.82,8289.6,193.72,8.27,9.802,32.96,10.0,75.64
13438.25,17720.0,6994.72,1872.54,9.419,7.543,11.55,10.0,83.6
65369.34,6684.16,4796.13,278.79,2.363,3.651,23.6,10.0,84.51
84523.9,8735.72,2850.54,538.22,3.569,1.517,14.14,10.0,75.63
24175.05,23126.26,1941.59,1862.51,2.268,8.219,5.0,10.0,90.0
63489.86,22299.64,4854.55,1615.69,0.712,1.552,9.64,10.0,90.0
63424.95,10723.51,8909.83,718.38,7.35,1.547,21.92,10.0,69.93
24776.65,1919.37,2289.76,1911.33,1.542,9.199,5.0,10.0,90.0
21111.72,2163.94,5902.26,1157.69,1.018,5.643,14.75,10.0,90.0
98204.67,7814.04,9636.02,190.88,3.641,3.004,34.33,10.0,71.33
45434.73,16098.93,6552.61,1420.98,0.7,9.634,13.9,10.0,90.0
30467.96,15020.67,4679.66,1097.69,1.878,7.103,12.58,10.0,90.0
25419.21,16211.87,7305.54,1166.55,0.792,5.395,15.68,10.0,90.0
70084.15,18214.79,8333.49,1988.5,8.785,3.362,12.13,10.0,73.39
64850.08,1456.77,6109.9,347.4,7.819,6.799,23.29,10.0,77.52
67919.69,3522.05,8782.41,1330.75,8.609,7.336,14.92,10.0,81.15
17920.54,9627.6,5388.62,944.55,8.696,7.15,14.74,10.0,83.76
90418.11,4716.64,8385.28,580.19,9.451,2.034,21.18,10.0,68.78
45033.98,2807.68,9544.18,1402.41,1.948,7.003,15.28,10.0,90.0
38203.25,16383.15,5261.81,1353.01,9.01,5.856,11.67,10.0,81.88
51612.53,20568.08,6247.52,1720.17,5.298,8.516,11.18,10.0,90.0
45105.95,19063.04,6289.94,1763.8,1.746,6.285,11.65,10.0,90.0
87721.93,20608.95,7923.63,1145.55,6.592,1.548,17.26,10.0,69.84
93633.49,16980.56,8318.18,684.87,3.337,3.253,21.9,10.0,80.92
37310.79,18648.29,758.68,1082.68,0.56,7.464,5.0,12.62,90.0
87754.22,7522.69,7466.92,750.55,0.879,7.426,18.56,10.0,90.0
80337.08,24832.19,7946.24,590.84,4.295,2.305,22.1,10.0,73.43
93772.69,5395.98,7154.08,1125.57,8.282,3.61,13.8,10.0,75.68
32117.53,6147.85,7280.11,1332.97,3.179,0.252,14.67,10.0,71.07
61926.32,7934.12,893.33,1201.61,7.685,3.384,5.0,10.0,76.94
34709.01,24407.98,4699.37,1911.12,0.652,0.361,7.68,14.28,77.66
84168.5,24718.93,8272.71,632.34,3.998,8.741,22.09,10.0,89.15
10479.18,20077.45,9373.07,776.07,1.362,6.7,21.17,10.0,90.0
60833.72,16097.38,2679.95,1351.9,8.649,9.695,5.59,10.0,89.21
40528.31,13481.5,6002.35,1220.7,9.683,8.93,14.95,10.0,84.69
39041.53,24294.9,8141.14,53.63,3.324,6.074,43.92,10.0,69.78
68041.57,17694.95,7647.87,658.96,9.89,5.079,21.18,10.0,75.97
86633.6,23673.52,6379.46,544.84,7.548,8.849,20.5,10.0,82.09
64827.59,8597.22,677.57,1687.83,0.112,3.054,5.0,57.5,90.0
86785.57,9010.6,7376.92,1739.19,4.904,2.313,12.02,10.0,75.43
33813.74,21513.39,7845.8,603.59,8.358,4.159,22.9,10.0,75.3
56755.17,4596.52,7367.07,249.04,5.385,0.627,28.47,10.0,67.17
50548.29,23702.27,7775.19,450.14,5.545,3.09,24.78,10.0,74.45
11048.04,13179.38,4593.69,394.31,4.532,0.928,21.84,10.0,68.75
60113.09,23233.93,9940.65,513.0,4.011,0.621,25.18,10.0,68.63
69537.19,9083.03,7822.48,507.56,0.371,5.558,24.14,10.0,90.0
63272.3,18183.01,5997.46,985.69,6.255,7.111,15.38,10.0,86.25
76265.19,12589.0,9374.82,673.3,7.691,5.413,23.23,10.0,76.63
61420.56,16043.29,9127.88,1141.65,7.923,0.799,18.77,10.0,66.88
16007.52,13104.94,8238.39,721.06,6.284,4.01,20.66,10.0,76.8
20480.1,24210.77,5855.1,1638.62,3.479,1.198,11.02,10.0,73.26
63682.71,17610.53,5507.46,1904.05,0.324,6.536,9.5,10.0,90.0
34748.13,7031.66,3622.73,837.64,8.968,8.281,12.41,10.0,84.3
17168.06,22832.25,2883.34,146.46,4.348,1.255,25.72,10.0,69.43
48664.25,8056.71,5367.42,517.18,6.052,0.762,19.9,10.0,68.48
59889.03,9918.52,5988.93,248.62,2.026,4.119,26.48,10.0,78.91
39587.14,3450.97,2823.0,722.29,1.505,3.104,11.55,11.19,90.0
74839.03,22599.2,9264.71,1307.97,0.959,2.681,16.39,10.0,90.0
67939.35,7866.69,5794.1,1061.87,8.008,2.193,13.19,10.0,72.03
39953.65,7214.02,5501.8,523.61,6.5,3.238,20.76,10.0,77.79
77938.53,23086.3,4638.56,1546.16,6.249,9.657,9.68,10.0,90.0
68382.55,20332.64,1051.68,306.39,9.202,8.591,9.94,10.0,85.78
67370.08,4385.89,8882.81,494.98,1.671,6.053,23.61,10.0,88.58
59808.49,19463.79,3511.45,1368.29,1.786,8.025,8.42,10.0,90.0
11025.07,22912.79,6603.37,434.61,1.976,0.246,23.6,10.0,68.16
72685.65,2884.27,6270.62,1373.59,4.291,1.203,11.01,10.0,73.74
43843.76,20805.16,6052.62,1955.04,8.755,2.995,9.68,10.0,74.07
94834.87,14138.08,5494.27,1671.14,8.827,6.475,10.18,10.0,81.58
83618.63,17060.74,2223.68,362.02,5.947,8.846,15.2,10.0,89.2
62892.5,12828.5,3165.75,1064.97,6.616,2.388,9.85,10.0,72.04
32696.38,17747.27,5479.79,873.53,8.988,1.478,16.16,10.0,67.87
28334.57,1818.35,7998.75,1983.76,6.28,8.494,10.04,10.0,90.0
40634.64,19304.96,4603.9,1930.58,2.375,4.15,8.35,10.0,90.0
52891.11,1800.25,2437.26,297.87,7.079,7.025,16.1,10.0,81.93
36645.9,11927.2,1335.47,1822.03,7.722,5.525,5.0,10.0,84.41
56343.65,4623.16,6798.6,427.17,6.39,1.842,23.17,10.0,71.1
24883.34,20765.78,4521.73,672.93,2.808,7.036,16.88,10.0,90.0
97994.15,8527.86,1691.02,739.15,4.059,4.266,6.18,10.0,88.25
19713.21,11898.25,6907.44,609.3,4.759,2.949,20.1,10.0,77.0
93874.97,11290.02,2472.0,1713.83,1.538,9.037,5.0,10.0,90.0
92222.02,19540.05,5335.65,693.37,4.577,0.159,16.97,10.0,67.45
57282.44,12547.46,3408.79,1642.64,1.696,4.108,5.88,10.0,90.0
75241.92,19935.0,9351.06,1989.03,5.045,3.075,13.36,10.0,77.89
49244.35,2764.2,2668.74,1689.48,0.603,0.639,5.0,48.09,89.13
66703.11,5598.26,4489.23,724.98,9.49,0.896,14.89,10.0,66.35
40651.83,14236.82,9615.19,1436.94,2.539,1.806,16.52,10.0,81.01
37104.31,23730.12,3527.89,1091.15,4.723,5.099,9.4,10.0,89.49
62040.68,2794.19,6623.64,1583.71,0.424,2.898,10.56,10.0,90.0
54831.67,2034.02,3508.91,348.54,2.008,8.395,17.74,10.0,90.0
62158.27,4757.22,1551.41,1294.36,6.963,2.476,5.0,10.0,74.07
35799.45,16387.68,6461.7,1558.65,1.207,7.23,11.28,10.0,90.0
43026.2,10575.83,9202.3,1534.4,6.319,2.183,14.65,10.0,69.4
17550.82,20813.26,4799.36,1929.01,0.12,0.521,7.89,43.15,90.0
14704.87,2726.4,6448.68,163.9,4.704,2.72,31.73,10.0,71.05
32811.14,5713.94,6284.53,724.27,7.241,8.392,18.82,10.0,85.5
16682.22,8200.63,4443.35,979.28,9.27,0.914,13.92,10.0,67.52
19339.72,16041.52,6341.52,654.04,4.979,3.511,20.36,10.0,77.54
83163.56,17444.14,2963.52,654.09,8.421,0.179,13.46,10.0,66.36
13498.63,3980.88,4091.36,393.45,8.046,6.339,20.82,10.0,79.48
69304.85,23651.31,4702.03,1635.26,3.028,9.433,9.17,10.0,90.0
34530.2,9185.06,8708.08,1820.73,8.76,3.905,13.55,10.0,75.17
88439.11,18116.05,3809.16,210.54,6.439,5.811,25.75,10.0,77.44
53649.31,13580.99,6533.8,352.05,1.131,4.578,25.35,10.0,85.9
37501.88,6346.19,2527.34,495.48,9.397,9.736,14.06,10.0,90.0
56587.5,21309.48,2899.41,1042.53,1.849,7.386,9.38,10.0,90.0
44376.22,20637.71,6660.07,1592.79,4.757,0.538,12.22,10.0,68.49
60787.1,10505.72,7741.94,189.34,4.717,1.176,31.96,10.0,67.67
20307.96,15126.58,4890.11,1291.79,6.29,4.758,10.83,10.0,81.09
99729.15,7187.82,3683.45,341.2,6.683,6.354,18.54,10.0,83.99
48300.03,17556.44,9147.58,1944.34,2.406,2.975,13.2,10.0,90.0
41340.76,8416.64,1790.17,1802.61,3.589,6.779,5.0,10.0,90.0
73918.89,21257.89,7346.79,1901.69,1.531,5.808,12.03,10.0,90.0
42750.95,6217.24,7056.62,257.02,1.348,4.407,28.0,10.0,80.4
